	img	cm	label
CN94_D2_24.96x5.01	../dataset/tile\CN94_D2\CN94_D2-24.96-5.01.jpeg	CN94_D2_24.96x5.01	p120
CN94_D2_24.96x6	../dataset/tile\CN94_D2\CN94_D2-24.96-6.jpeg	CN94_D2_24.96x6	p120
CN94_D2_24.97x21.93	../dataset/tile\CN94_D2\CN94_D2-24.97-21.93.jpeg	CN94_D2_24.97x21.93	p120
CN94_D2_24.97x22.92	../dataset/tile\CN94_D2\CN94_D2-24.97-22.92.jpeg	CN94_D2_24.97x22.92	p120
CN94_D2_24.97x3	../dataset/tile\CN94_D2\CN94_D2-24.97-3.jpeg	CN94_D2_24.97x3	p120
CN94_D2_24.99x25.94	../dataset/tile\CN94_D2\CN94_D2-24.99-25.94.jpeg	CN94_D2_24.99x25.94	p120
CN94_D2_24.99x26.94	../dataset/tile\CN94_D2\CN94_D2-24.99-26.94.jpeg	CN94_D2_24.99x26.94	p120
CN94_D2_24.99x27.94	../dataset/tile\CN94_D2\CN94_D2-24.99-27.94.jpeg	CN94_D2_24.99x27.94	p120
CN94_D2_25x23.94	../dataset/tile\CN94_D2\CN94_D2-25-23.94.jpeg	CN94_D2_25x23.94	p120
CN94_D2_25x24.98	../dataset/tile\CN94_D2\CN94_D2-25-24.98.jpeg	CN94_D2_25x24.98	p120
CN94_D2_25.92x6	../dataset/tile\CN94_D2\CN94_D2-25.92-6.jpeg	CN94_D2_25.92x6	p120
CN94_D2_25.93x24.91	../dataset/tile\CN94_D2\CN94_D2-25.93-24.91.jpeg	CN94_D2_25.93x24.91	p120
CN94_D2_25.93x4.01	../dataset/tile\CN94_D2\CN94_D2-25.93-4.01.jpeg	CN94_D2_25.93x4.01	p120
CN94_D2_25.94x1.97	../dataset/tile\CN94_D2\CN94_D2-25.94-1.97.jpeg	CN94_D2_25.94x1.97	p120
CN94_D2_25.94x2.99	../dataset/tile\CN94_D2\CN94_D2-25.94-2.99.jpeg	CN94_D2_25.94x2.99	p120
CN94_D2_25.94x21.94	../dataset/tile\CN94_D2\CN94_D2-25.94-21.94.jpeg	CN94_D2_25.94x21.94	p120
CN94_D2_25.94x25.93	../dataset/tile\CN94_D2\CN94_D2-25.94-25.93.jpeg	CN94_D2_25.94x25.93	p120
CN94_D2_25.95x22.92	../dataset/tile\CN94_D2\CN94_D2-25.95-22.92.jpeg	CN94_D2_25.95x22.92	p120
CN94_D2_25.95x23.93	../dataset/tile\CN94_D2\CN94_D2-25.95-23.93.jpeg	CN94_D2_25.95x23.93	p120
CN94_D2_25.96x20.92	../dataset/tile\CN94_D2\CN94_D2-25.96-20.92.jpeg	CN94_D2_25.96x20.92	p120
CN94_D2_25.96x26.95	../dataset/tile\CN94_D2\CN94_D2-25.96-26.95.jpeg	CN94_D2_25.96x26.95	p120
CN94_D2_25.96x27.93	../dataset/tile\CN94_D2\CN94_D2-25.96-27.93.jpeg	CN94_D2_25.96x27.93	p120
CN94_D2_26.94x20.93	../dataset/tile\CN94_D2\CN94_D2-26.94-20.93.jpeg	CN94_D2_26.94x20.93	p120
CN94_D2_26.95x27.95	../dataset/tile\CN94_D2\CN94_D2-26.95-27.95.jpeg	CN94_D2_26.95x27.95	p120
CN94_D2_26.95x3	../dataset/tile\CN94_D2\CN94_D2-26.95-3.jpeg	CN94_D2_26.95x3	p120
CN94_D2_26.95x5.03	../dataset/tile\CN94_D2\CN94_D2-26.95-5.03.jpeg	CN94_D2_26.95x5.03	p120
CN94_D2_26.96x1.97	../dataset/tile\CN94_D2\CN94_D2-26.96-1.97.jpeg	CN94_D2_26.96x1.97	p120
CN94_D2_26.96x22.91	../dataset/tile\CN94_D2\CN94_D2-26.96-22.91.jpeg	CN94_D2_26.96x22.91	p120
CN94_D2_26.96x23.93	../dataset/tile\CN94_D2\CN94_D2-26.96-23.93.jpeg	CN94_D2_26.96x23.93	p120
CN94_D2_26.96x25.95	../dataset/tile\CN94_D2\CN94_D2-26.96-25.95.jpeg	CN94_D2_26.96x25.95	p120
CN94_D2_26.96x26.95	../dataset/tile\CN94_D2\CN94_D2-26.96-26.95.jpeg	CN94_D2_26.96x26.95	p120
CN94_D2_26.96x4.02	../dataset/tile\CN94_D2\CN94_D2-26.96-4.02.jpeg	CN94_D2_26.96x4.02	p120
CN94_D2_26.97x24.93	../dataset/tile\CN94_D2\CN94_D2-26.97-24.93.jpeg	CN94_D2_26.97x24.93	p120
CN94_D2_26.97x6	../dataset/tile\CN94_D2\CN94_D2-26.97-6.jpeg	CN94_D2_26.97x6	p120
CN94_D2_26.99x21.96	../dataset/tile\CN94_D2\CN94_D2-26.99-21.96.jpeg	CN94_D2_26.99x21.96	p120
CN94_D2_27.92x20.93	../dataset/tile\CN94_D2\CN94_D2-27.92-20.93.jpeg	CN94_D2_27.92x20.93	p120
CN94_D2_27.92x22.9	../dataset/tile\CN94_D2\CN94_D2-27.92-22.9.jpeg	CN94_D2_27.92x22.9	p120
CN94_D2_27.92x24.92	../dataset/tile\CN94_D2\CN94_D2-27.92-24.92.jpeg	CN94_D2_27.92x24.92	p120
CN94_D2_27.92x5.02	../dataset/tile\CN94_D2\CN94_D2-27.92-5.02.jpeg	CN94_D2_27.92x5.02	p120
CN94_D2_27.93x21.93	../dataset/tile\CN94_D2\CN94_D2-27.93-21.93.jpeg	CN94_D2_27.93x21.93	p120
CN94_D2_27.93x25.94	../dataset/tile\CN94_D2\CN94_D2-27.93-25.94.jpeg	CN94_D2_27.93x25.94	p120
CN94_D2_27.93x3.01	../dataset/tile\CN94_D2\CN94_D2-27.93-3.01.jpeg	CN94_D2_27.93x3.01	p120
CN94_D2_27.94x23.93	../dataset/tile\CN94_D2\CN94_D2-27.94-23.93.jpeg	CN94_D2_27.94x23.93	p120
CN94_D2_27.94x26.91	../dataset/tile\CN94_D2\CN94_D2-27.94-26.91.jpeg	CN94_D2_27.94x26.91	p120
CN94_D2_27.94x5.98	../dataset/tile\CN94_D2\CN94_D2-27.94-5.98.jpeg	CN94_D2_27.94x5.98	p120
CN94_D2_27.97x3.95	../dataset/tile\CN94_D2\CN94_D2-27.97-3.95.jpeg	CN94_D2_27.97x3.95	p120
CN94_D2_28.93x20.96	../dataset/tile\CN94_D2\CN94_D2-28.93-20.96.jpeg	CN94_D2_28.93x20.96	p120
CN94_D2_28.94x21.9	../dataset/tile\CN94_D2\CN94_D2-28.94-21.9.jpeg	CN94_D2_28.94x21.9	p120
CN94_D2_28.97x22.91	../dataset/tile\CN94_D2\CN94_D2-28.97-22.91.jpeg	CN94_D2_28.97x22.91	p120
CN94_D2_28.97x23.9	../dataset/tile\CN94_D2\CN94_D2-28.97-23.9.jpeg	CN94_D2_28.97x23.9	p120
CN94_D2_28.97x25.93	../dataset/tile\CN94_D2\CN94_D2-28.97-25.93.jpeg	CN94_D2_28.97x25.93	p120
CN94_D2_28.99x24.91	../dataset/tile\CN94_D2\CN94_D2-28.99-24.91.jpeg	CN94_D2_28.99x24.91	p120
CN94_D2_3.01x28.97	../dataset/tile\CN94_D2\CN94_D2-3.01-28.97.jpeg	CN94_D2_3.01x28.97	p120
CN94_D2_3.88x6.98	../dataset/tile\CN94_D2\CN94_D2-3.88-6.98.jpeg	CN94_D2_3.88x6.98	p120
CN94_D2_3.88x7.96	../dataset/tile\CN94_D2\CN94_D2-3.88-7.96.jpeg	CN94_D2_3.88x7.96	p120
CN94_D2_3.88x8.97	../dataset/tile\CN94_D2\CN94_D2-3.88-8.97.jpeg	CN94_D2_3.88x8.97	p120
CN94_D2_3.89x26.98	../dataset/tile\CN94_D2\CN94_D2-3.89-26.98.jpeg	CN94_D2_3.89x26.98	p120
CN94_D2_3.92x25.91	../dataset/tile\CN94_D2\CN94_D2-3.92-25.91.jpeg	CN94_D2_3.92x25.91	p120
CN94_D2_3.93x22.96	../dataset/tile\CN94_D2\CN94_D2-3.93-22.96.jpeg	CN94_D2_3.93x22.96	p120
CN94_D2_3.93x23.96	../dataset/tile\CN94_D2\CN94_D2-3.93-23.96.jpeg	CN94_D2_3.93x23.96	p120
CN94_D2_3.93x6.02	../dataset/tile\CN94_D2\CN94_D2-3.93-6.02.jpeg	CN94_D2_3.93x6.02	p120
CN94_D2_3.94x27.92	../dataset/tile\CN94_D2\CN94_D2-3.94-27.92.jpeg	CN94_D2_3.94x27.92	p120
CN94_D2_3.95x28.97	../dataset/tile\CN94_D2\CN94_D2-3.95-28.97.jpeg	CN94_D2_3.95x28.97	p120
CN94_D2_4.89x8.97	../dataset/tile\CN94_D2\CN94_D2-4.89-8.97.jpeg	CN94_D2_4.89x8.97	p120
CN94_D2_4.9x7.99	../dataset/tile\CN94_D2\CN94_D2-4.9-7.99.jpeg	CN94_D2_4.9x7.99	p120
CN94_D2_4.9x7	../dataset/tile\CN94_D2\CN94_D2-4.9-7.jpeg	CN94_D2_4.9x7	p120
CN94_D2_4.92x25.93	../dataset/tile\CN94_D2\CN94_D2-4.92-25.93.jpeg	CN94_D2_4.92x25.93	p120
CN94_D2_4.92x9.97	../dataset/tile\CN94_D2\CN94_D2-4.92-9.97.jpeg	CN94_D2_4.92x9.97	p120
CN94_D2_4.94x29.98	../dataset/tile\CN94_D2\CN94_D2-4.94-29.98.jpeg	CN94_D2_4.94x29.98	p120
CN94_D2_4.94x6.02	../dataset/tile\CN94_D2\CN94_D2-4.94-6.02.jpeg	CN94_D2_4.94x6.02	p120
CN94_D2_4.95x22.98	../dataset/tile\CN94_D2\CN94_D2-4.95-22.98.jpeg	CN94_D2_4.95x22.98	p120
CN94_D2_4.95x23.96	../dataset/tile\CN94_D2\CN94_D2-4.95-23.96.jpeg	CN94_D2_4.95x23.96	p120
CN94_D2_4.95x28.99	../dataset/tile\CN94_D2\CN94_D2-4.95-28.99.jpeg	CN94_D2_4.95x28.99	p120
CN94_D2_4.96x26.99	../dataset/tile\CN94_D2\CN94_D2-4.96-26.99.jpeg	CN94_D2_4.96x26.99	p120
CN94_D2_4.96x27.99	../dataset/tile\CN94_D2\CN94_D2-4.96-27.99.jpeg	CN94_D2_4.96x27.99	p120
CN94_D2_4.97x24.94	../dataset/tile\CN94_D2\CN94_D2-4.97-24.94.jpeg	CN94_D2_4.97x24.94	p120
CN94_D2_5.87x7.95	../dataset/tile\CN94_D2\CN94_D2-5.87-7.95.jpeg	CN94_D2_5.87x7.95	p120
CN94_D2_5.87x7	../dataset/tile\CN94_D2\CN94_D2-5.87-7.jpeg	CN94_D2_5.87x7	p120
CN94_D2_5.88x8.97	../dataset/tile\CN94_D2\CN94_D2-5.88-8.97.jpeg	CN94_D2_5.88x8.97	p120
CN94_D2_5.88x9.96	../dataset/tile\CN94_D2\CN94_D2-5.88-9.96.jpeg	CN94_D2_5.88x9.96	p120
CN94_D2_5.9x24.95	../dataset/tile\CN94_D2\CN94_D2-5.9-24.95.jpeg	CN94_D2_5.9x24.95	p120
CN94_D2_5.9x6.03	../dataset/tile\CN94_D2\CN94_D2-5.9-6.03.jpeg	CN94_D2_5.9x6.03	p120
CN94_D2_5.91x22.92	../dataset/tile\CN94_D2\CN94_D2-5.91-22.92.jpeg	CN94_D2_5.91x22.92	p120
CN94_D2_5.91x23.94	../dataset/tile\CN94_D2\CN94_D2-5.91-23.94.jpeg	CN94_D2_5.91x23.94	p120
CN94_D2_5.91x3.04	../dataset/tile\CN94_D2\CN94_D2-5.91-3.04.jpeg	CN94_D2_5.91x3.04	p120
CN94_D2_5.91x5.02	../dataset/tile\CN94_D2\CN94_D2-5.91-5.02.jpeg	CN94_D2_5.91x5.02	p120
CN94_D2_5.92x26.98	../dataset/tile\CN94_D2\CN94_D2-5.92-26.98.jpeg	CN94_D2_5.92x26.98	p120
CN94_D2_5.92x27.92	../dataset/tile\CN94_D2\CN94_D2-5.92-27.92.jpeg	CN94_D2_5.92x27.92	p120
CN94_D2_5.92x28.95	../dataset/tile\CN94_D2\CN94_D2-5.92-28.95.jpeg	CN94_D2_5.92x28.95	p120
CN94_D2_5.92x29.92	../dataset/tile\CN94_D2\CN94_D2-5.92-29.92.jpeg	CN94_D2_5.92x29.92	p120
CN94_D2_5.92x4.02	../dataset/tile\CN94_D2\CN94_D2-5.92-4.02.jpeg	CN94_D2_5.92x4.02	p120
CN94_D2_5.93x25.96	../dataset/tile\CN94_D2\CN94_D2-5.93-25.96.jpeg	CN94_D2_5.93x25.96	p120
CN94_D2_6.88x7.97	../dataset/tile\CN94_D2\CN94_D2-6.88-7.97.jpeg	CN94_D2_6.88x7.97	p120
CN94_D2_6.9x8.99	../dataset/tile\CN94_D2\CN94_D2-6.9-8.99.jpeg	CN94_D2_6.9x8.99	p120
CN94_D2_6.91x6.97	../dataset/tile\CN94_D2\CN94_D2-6.91-6.97.jpeg	CN94_D2_6.91x6.97	p120
CN94_D2_6.92x9.94	../dataset/tile\CN94_D2\CN94_D2-6.92-9.94.jpeg	CN94_D2_6.92x9.94	p120
CN94_D2_6.93x27.95	../dataset/tile\CN94_D2\CN94_D2-6.93-27.95.jpeg	CN94_D2_6.93x27.95	p120
CN94_D2_6.94x23.95	../dataset/tile\CN94_D2\CN94_D2-6.94-23.95.jpeg	CN94_D2_6.94x23.95	p120
CN94_D2_6.94x28.97	../dataset/tile\CN94_D2\CN94_D2-6.94-28.97.jpeg	CN94_D2_6.94x28.97	p120
CN94_D2_6.94x4.04	../dataset/tile\CN94_D2\CN94_D2-6.94-4.04.jpeg	CN94_D2_6.94x4.04	p120
CN94_D2_6.95x25.98	../dataset/tile\CN94_D2\CN94_D2-6.95-25.98.jpeg	CN94_D2_6.95x25.98	p120
CN94_D2_6.95x26.98	../dataset/tile\CN94_D2\CN94_D2-6.95-26.98.jpeg	CN94_D2_6.95x26.98	p120
CN94_D2_6.95x5.03	../dataset/tile\CN94_D2\CN94_D2-6.95-5.03.jpeg	CN94_D2_6.95x5.03	p120
CN94_D2_6.96x24.94	../dataset/tile\CN94_D2\CN94_D2-6.96-24.94.jpeg	CN94_D2_6.96x24.94	p120
CN94_D2_6.96x6.04	../dataset/tile\CN94_D2\CN94_D2-6.96-6.04.jpeg	CN94_D2_6.96x6.04	p120
CN94_D2_6.97x22.97	../dataset/tile\CN94_D2\CN94_D2-6.97-22.97.jpeg	CN94_D2_6.97x22.97	p120
CN94_D2_6.97x3.07	../dataset/tile\CN94_D2\CN94_D2-6.97-3.07.jpeg	CN94_D2_6.97x3.07	p120
CN94_D2_7.88x6.96	../dataset/tile\CN94_D2\CN94_D2-7.88-6.96.jpeg	CN94_D2_7.88x6.96	p120
CN94_D2_7.89x9.93	../dataset/tile\CN94_D2\CN94_D2-7.89-9.93.jpeg	CN94_D2_7.89x9.93	p120
CN94_D2_7.9x7.96	../dataset/tile\CN94_D2\CN94_D2-7.9-7.96.jpeg	CN94_D2_7.9x7.96	p120
CN94_D2_7.9x8.96	../dataset/tile\CN94_D2\CN94_D2-7.9-8.96.jpeg	CN94_D2_7.9x8.96	p120
CN94_D2_7.92x21.94	../dataset/tile\CN94_D2\CN94_D2-7.92-21.94.jpeg	CN94_D2_7.92x21.94	p120
CN94_D2_7.93x22.93	../dataset/tile\CN94_D2\CN94_D2-7.93-22.93.jpeg	CN94_D2_7.93x22.93	p120
CN94_D2_7.93x24.94	../dataset/tile\CN94_D2\CN94_D2-7.93-24.94.jpeg	CN94_D2_7.93x24.94	p120
CN94_D2_7.94x4.04	../dataset/tile\CN94_D2\CN94_D2-7.94-4.04.jpeg	CN94_D2_7.94x4.04	p120
CN94_D2_7.94x5.02	../dataset/tile\CN94_D2\CN94_D2-7.94-5.02.jpeg	CN94_D2_7.94x5.02	p120
CN94_D2_7.95x23.93	../dataset/tile\CN94_D2\CN94_D2-7.95-23.93.jpeg	CN94_D2_7.95x23.93	p120
CN94_D2_7.95x26.94	../dataset/tile\CN94_D2\CN94_D2-7.95-26.94.jpeg	CN94_D2_7.95x26.94	p120
CN94_D2_7.95x27.94	../dataset/tile\CN94_D2\CN94_D2-7.95-27.94.jpeg	CN94_D2_7.95x27.94	p120
CN94_D2_7.96x25.92	../dataset/tile\CN94_D2\CN94_D2-7.96-25.92.jpeg	CN94_D2_7.96x25.92	p120
CN94_D2_7.96x6.03	../dataset/tile\CN94_D2\CN94_D2-7.96-6.03.jpeg	CN94_D2_7.96x6.03	p120
CN94_D2_9.02x25.92	../dataset/tile\CN94_D2\CN94_D2-9.02-25.92.jpeg	CN94_D2_9.02x25.92	p120
CN94_D2_9.02x26.91	../dataset/tile\CN94_D2\CN94_D2-9.02-26.91.jpeg	CN94_D2_9.02x26.91	p120
CN94_D2_9.03x22.93	../dataset/tile\CN94_D2\CN94_D2-9.03-22.93.jpeg	CN94_D2_9.03x22.93	p120
CN94_D2_9.03x23.94	../dataset/tile\CN94_D2\CN94_D2-9.03-23.94.jpeg	CN94_D2_9.03x23.94	p120
CN94_D2_9.03x27.95	../dataset/tile\CN94_D2\CN94_D2-9.03-27.95.jpeg	CN94_D2_9.03x27.95	p120
CN94_D2_9.05x21.96	../dataset/tile\CN94_D2\CN94_D2-9.05-21.96.jpeg	CN94_D2_9.05x21.96	p120
CN94_D2_9.05x24.86	../dataset/tile\CN94_D2\CN94_D2-9.05-24.86.jpeg	CN94_D2_9.05x24.86	p120
CN94_D2_9.9x26.88	../dataset/tile\CN94_D2\CN94_D2-9.9-26.88.jpeg	CN94_D2_9.9x26.88	p120
CN94_D2_9.91x24.9	../dataset/tile\CN94_D2\CN94_D2-9.91-24.9.jpeg	CN94_D2_9.91x24.9	p120
CN94_D2_9.91x25.89	../dataset/tile\CN94_D2\CN94_D2-9.91-25.89.jpeg	CN94_D2_9.91x25.89	p120
CN94_D2_9.92x22.91	../dataset/tile\CN94_D2\CN94_D2-9.92-22.91.jpeg	CN94_D2_9.92x22.91	p120
CN94_D2_9.92x23.91	../dataset/tile\CN94_D2\CN94_D2-9.92-23.91.jpeg	CN94_D2_9.92x23.91	p120
CN94_D2_9.93x21.9	../dataset/tile\CN94_D2\CN94_D2-9.93-21.9.jpeg	CN94_D2_9.93x21.9	p120
CN94_D2_9.93x27.92	../dataset/tile\CN94_D2\CN94_D2-9.93-27.92.jpeg	CN94_D2_9.93x27.92	p120
L6CN51_E1_2_10.89x30.97	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-10.89-30.97.jpeg	L6CN51_E1_2_10.89x30.97	p70
L6CN51_E1_2_10.9x32.99	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-10.9-32.99.jpeg	L6CN51_E1_2_10.9x32.99	p70
L6CN51_E1_2_10.9x32	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-10.9-32.jpeg	L6CN51_E1_2_10.9x32	p70
L6CN51_E1_2_10.91x34.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-10.91-34.01.jpeg	L6CN51_E1_2_10.91x34.01	p70
L6CN51_E1_2_11.97x31.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-11.97-31.03.jpeg	L6CN51_E1_2_11.97x31.03	p70
L6CN51_E1_2_11.99x32.04	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-11.99-32.04.jpeg	L6CN51_E1_2_11.99x32.04	p70
L6CN51_E1_2_11.99x33.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-11.99-33.03.jpeg	L6CN51_E1_2_11.99x33.03	p70
L6CN51_E1_2_11.99x34.05	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-11.99-34.05.jpeg	L6CN51_E1_2_11.99x34.05	p70
L6CN51_E1_2_12.96x34.02	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-12.96-34.02.jpeg	L6CN51_E1_2_12.96x34.02	p70
L6CN51_E1_2_12.98x33.04	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-12.98-33.04.jpeg	L6CN51_E1_2_12.98x33.04	p70
L6CN51_E1_2_13.94x34.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-13.94-34.01.jpeg	L6CN51_E1_2_13.94x34.01	p70
L6CN51_E1_2_4.91x33.04	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-4.91-33.04.jpeg	L6CN51_E1_2_4.91x33.04	p70
L6CN51_E1_2_4.92x34.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-4.92-34.03.jpeg	L6CN51_E1_2_4.92x34.03	p70
L6CN51_E1_2_4.93x32.02	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-4.93-32.02.jpeg	L6CN51_E1_2_4.93x32.02	p70
L6CN51_E1_2_5.88x34.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-5.88-34.01.jpeg	L6CN51_E1_2_5.88x34.01	p70
L6CN51_E1_2_5.89x31.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-5.89-31.01.jpeg	L6CN51_E1_2_5.89x31.01	p70
L6CN51_E1_2_5.9x32.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-5.9-32.01.jpeg	L6CN51_E1_2_5.9x32.01	p70
L6CN51_E1_2_5.9x33.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-5.9-33.03.jpeg	L6CN51_E1_2_5.9x33.03	p70
L6CN51_E1_2_6.88x31.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-6.88-31.01.jpeg	L6CN51_E1_2_6.88x31.01	p70
L6CN51_E1_2_6.89x32.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-6.89-32.01.jpeg	L6CN51_E1_2_6.89x32.01	p70
L6CN51_E1_2_6.89x33.04	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-6.89-33.04.jpeg	L6CN51_E1_2_6.89x33.04	p70
L6CN51_E1_2_6.89x34.02	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-6.89-34.02.jpeg	L6CN51_E1_2_6.89x34.02	p70
L6CN51_E1_2_7.9x31.02	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-7.9-31.02.jpeg	L6CN51_E1_2_7.9x31.02	p70
L6CN51_E1_2_7.9x32.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-7.9-32.03.jpeg	L6CN51_E1_2_7.9x32.03	p70
L6CN51_E1_2_7.9x33.02	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-7.9-33.02.jpeg	L6CN51_E1_2_7.9x33.02	p70
L6CN51_E1_2_7.92x34.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-7.92-34.03.jpeg	L6CN51_E1_2_7.92x34.03	p70
L6CN51_E1_2_8.96x32.99	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-8.96-32.99.jpeg	L6CN51_E1_2_8.96x32.99	p70
L6CN51_E1_2_8.97x34.03	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-8.97-34.03.jpeg	L6CN51_E1_2_8.97x34.03	p70
L6CN51_E1_2_8.98x31.01	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-8.98-31.01.jpeg	L6CN51_E1_2_8.98x31.01	p70
L6CN51_E1_2_8.98x32.02	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-8.98-32.02.jpeg	L6CN51_E1_2_8.98x32.02	p70
L6CN51_E1_2_9.88x30.99	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-9.88-30.99.jpeg	L6CN51_E1_2_9.88x30.99	p70
L6CN51_E1_2_9.91x32.05	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-9.91-32.05.jpeg	L6CN51_E1_2_9.91x32.05	p70
L6CN51_E1_2_9.91x34.05	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-9.91-34.05.jpeg	L6CN51_E1_2_9.91x34.05	p70
L6CN51_E1_2_9.92x32.99	../dataset/tile\L6CN51_E1_2\L6CN51_E1_2-9.92-32.99.jpeg	L6CN51_E1_2_9.92x32.99	p70
L7CN84_E1_10.765x10.839	../dataset/tile\L7CN84_E1\L7CN84_E1-10.765-10.839.jpeg	L7CN84_E1_10.765x10.839	p100
L7CN84_E1_10.816x22.935	../dataset/tile\L7CN84_E1\L7CN84_E1-10.816-22.935.jpeg	L7CN84_E1_10.816x22.935	p100
L7CN84_E1_10.816x9.974	../dataset/tile\L7CN84_E1\L7CN84_E1-10.816-9.974.jpeg	L7CN84_E1_10.816x9.974	p100
L7CN84_E1_10.833x4.075	../dataset/tile\L7CN84_E1\L7CN84_E1-10.833-4.075.jpeg	L7CN84_E1_10.833x4.075	p100
L7CN84_E1_10.835x21.913	../dataset/tile\L7CN84_E1\L7CN84_E1-10.835-21.913.jpeg	L7CN84_E1_10.835x21.913	p100
L7CN84_E1_10.856x4.972	../dataset/tile\L7CN84_E1\L7CN84_E1-10.856-4.972.jpeg	L7CN84_E1_10.856x4.972	p100
L7CN84_E1_10.862x5.966	../dataset/tile\L7CN84_E1\L7CN84_E1-10.862-5.966.jpeg	L7CN84_E1_10.862x5.966	p100
L7CN84_E1_10.872x8.951	../dataset/tile\L7CN84_E1\L7CN84_E1-10.872-8.951.jpeg	L7CN84_E1_10.872x8.951	p100
L7CN84_E1_10.874x23.915	../dataset/tile\L7CN84_E1\L7CN84_E1-10.874-23.915.jpeg	L7CN84_E1_10.874x23.915	p100
L7CN84_E1_10.876x6.987	../dataset/tile\L7CN84_E1\L7CN84_E1-10.876-6.987.jpeg	L7CN84_E1_10.876x6.987	p100
L7CN84_E1_10.879x7.948	../dataset/tile\L7CN84_E1\L7CN84_E1-10.879-7.948.jpeg	L7CN84_E1_10.879x7.948	p100
L7CN84_E1_10.883x20.925	../dataset/tile\L7CN84_E1\L7CN84_E1-10.883-20.925.jpeg	L7CN84_E1_10.883x20.925	p100
L7CN84_E1_10.885x28.888	../dataset/tile\L7CN84_E1\L7CN84_E1-10.885-28.888.jpeg	L7CN84_E1_10.885x28.888	p100
L7CN84_E1_10.89x24.918	../dataset/tile\L7CN84_E1\L7CN84_E1-10.89-24.918.jpeg	L7CN84_E1_10.89x24.918	p100
L7CN84_E1_10.891x25.951	../dataset/tile\L7CN84_E1\L7CN84_E1-10.891-25.951.jpeg	L7CN84_E1_10.891x25.951	p100
L7CN84_E1_10.906x26.93	../dataset/tile\L7CN84_E1\L7CN84_E1-10.906-26.93.jpeg	L7CN84_E1_10.906x26.93	p100
L7CN84_E1_10.907x11.971	../dataset/tile\L7CN84_E1\L7CN84_E1-10.907-11.971.jpeg	L7CN84_E1_10.907x11.971	p100
L7CN84_E1_10.951x29.9	../dataset/tile\L7CN84_E1\L7CN84_E1-10.951-29.9.jpeg	L7CN84_E1_10.951x29.9	p100
L7CN84_E1_11.962x21.959	../dataset/tile\L7CN84_E1\L7CN84_E1-11.962-21.959.jpeg	L7CN84_E1_11.962x21.959	p100
L7CN84_E1_11.969x27.981	../dataset/tile\L7CN84_E1\L7CN84_E1-11.969-27.981.jpeg	L7CN84_E1_11.969x27.981	p100
L7CN84_E1_11.972x5.003	../dataset/tile\L7CN84_E1\L7CN84_E1-11.972-5.003.jpeg	L7CN84_E1_11.972x5.003	p100
L7CN84_E1_11.977x6.008	../dataset/tile\L7CN84_E1\L7CN84_E1-11.977-6.008.jpeg	L7CN84_E1_11.977x6.008	p100
L7CN84_E1_11.978x26.951	../dataset/tile\L7CN84_E1\L7CN84_E1-11.978-26.951.jpeg	L7CN84_E1_11.978x26.951	p100
L7CN84_E1_11.983x25.958	../dataset/tile\L7CN84_E1\L7CN84_E1-11.983-25.958.jpeg	L7CN84_E1_11.983x25.958	p100
L7CN84_E1_11.985x23.945	../dataset/tile\L7CN84_E1\L7CN84_E1-11.985-23.945.jpeg	L7CN84_E1_11.985x23.945	p100
L7CN84_E1_11.989x22.942	../dataset/tile\L7CN84_E1\L7CN84_E1-11.989-22.942.jpeg	L7CN84_E1_11.989x22.942	p100
